track_name,track_id,track_popularity,track_duration_ms,artist_name,artist_id,artist_genre,artist_followers,artist_popularity,album_name,album_id,album_release_year,danceability,energy,key,key_name,mode,mode_name,loudness,speechiness,acousticness,tempo,time_signature,times_listened
Faust Arp,15irEKZ9D6FQqLoZ1qJ1Cx,62,129679,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,oxford indie,9086263,79,In Rainbows,5vkqYmiPBYLaalcmjujWxK,2007,0.337,0.288,9,A,0,minor,-13.477,0.0321,0.84,105.036,4,1
Faust Arp,15irEKZ9D6FQqLoZ1qJ1Cx,62,129679,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,permanent wave,9086263,79,In Rainbows,5vkqYmiPBYLaalcmjujWxK,2007,0.337,0.288,9,A,0,minor,-13.477,0.0321,0.84,105.036,4,1
Faust Arp,15irEKZ9D6FQqLoZ1qJ1Cx,62,129679,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,rock,9086263,79,In Rainbows,5vkqYmiPBYLaalcmjujWxK,2007,0.337,0.288,9,A,0,minor,-13.477,0.0321,0.84,105.036,4,1
Reckoner,02ppMPbg1OtEdHgoPqoqju,67,290213,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,alternative rock,9086263,79,In Rainbows,5vkqYmiPBYLaalcmjujWxK,2007,0.523,0.656,4,E,0,minor,-7.441,0.0262,0.511,104.271,4,1
Reckoner,02ppMPbg1OtEdHgoPqoqju,67,290213,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,art rock,9086263,79,In Rainbows,5vkqYmiPBYLaalcmjujWxK,2007,0.523,0.656,4,E,0,minor,-7.441,0.0262,0.511,104.271,4,1
Reckoner,02ppMPbg1OtEdHgoPqoqju,67,290213,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,melancholia,9086263,79,In Rainbows,5vkqYmiPBYLaalcmjujWxK,2007,0.523,0.656,4,E,0,minor,-7.441,0.0262,0.511,104.271,4,1
Reckoner,02ppMPbg1OtEdHgoPqoqju,67,290213,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,oxford indie,9086263,79,In Rainbows,5vkqYmiPBYLaalcmjujWxK,2007,0.523,0.656,4,E,0,minor,-7.441,0.0262,0.511,104.271,4,1
Reckoner,02ppMPbg1OtEdHgoPqoqju,67,290213,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,permanent wave,9086263,79,In Rainbows,5vkqYmiPBYLaalcmjujWxK,2007,0.523,0.656,4,E,0,minor,-7.441,0.0262,0.511,104.271,4,1
Reckoner,02ppMPbg1OtEdHgoPqoqju,67,290213,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,rock,9086263,79,In Rainbows,5vkqYmiPBYLaalcmjujWxK,2007,0.523,0.656,4,E,0,minor,-7.441,0.0262,0.511,104.271,4,1
Jigsaw Falling Into Place,0YJ9FWWHn9EfnN0lHwbzvV,77,248893,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,alternative rock,9086263,79,In Rainbows,5vkqYmiPBYLaalcmjujWxK,2007,0.462,0.832,11,B,0,minor,-6.085,0.0479,0.108,165.653,4,52
Jigsaw Falling Into Place,0YJ9FWWHn9EfnN0lHwbzvV,77,248893,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,art rock,9086263,79,In Rainbows,5vkqYmiPBYLaalcmjujWxK,2007,0.462,0.832,11,B,0,minor,-6.085,0.0479,0.108,165.653,4,52
Jigsaw Falling Into Place,0YJ9FWWHn9EfnN0lHwbzvV,77,248893,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,melancholia,9086263,79,In Rainbows,5vkqYmiPBYLaalcmjujWxK,2007,0.462,0.832,11,B,0,minor,-6.085,0.0479,0.108,165.653,4,52
Jigsaw Falling Into Place,0YJ9FWWHn9EfnN0lHwbzvV,77,248893,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,oxford indie,9086263,79,In Rainbows,5vkqYmiPBYLaalcmjujWxK,2007,0.462,0.832,11,B,0,minor,-6.085,0.0479,0.108,165.653,4,52
Jigsaw Falling Into Place,0YJ9FWWHn9EfnN0lHwbzvV,77,248893,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,permanent wave,9086263,79,In Rainbows,5vkqYmiPBYLaalcmjujWxK,2007,0.462,0.832,11,B,0,minor,-6.085,0.0479,0.108,165.653,4,52
Jigsaw Falling Into Place,0YJ9FWWHn9EfnN0lHwbzvV,77,248893,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,rock,9086263,79,In Rainbows,5vkqYmiPBYLaalcmjujWxK,2007,0.462,0.832,11,B,0,minor,-6.085,0.0479,0.108,165.653,4,52
Videotape,4T1iiabe7G0UjWQJCY6NE2,62,279634,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,alternative rock,9086263,79,In Rainbows,5vkqYmiPBYLaalcmjujWxK,2007,0.596,0.383,1,C#,0,minor,-11.194,0.0324,0.694,77.423,4,3
Videotape,4T1iiabe7G0UjWQJCY6NE2,62,279634,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,art rock,9086263,79,In Rainbows,5vkqYmiPBYLaalcmjujWxK,2007,0.596,0.383,1,C#,0,minor,-11.194,0.0324,0.694,77.423,4,3
Videotape,4T1iiabe7G0UjWQJCY6NE2,62,279634,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,melancholia,9086263,79,In Rainbows,5vkqYmiPBYLaalcmjujWxK,2007,0.596,0.383,1,C#,0,minor,-11.194,0.0324,0.694,77.423,4,3
Videotape,4T1iiabe7G0UjWQJCY6NE2,62,279634,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,oxford indie,9086263,79,In Rainbows,5vkqYmiPBYLaalcmjujWxK,2007,0.596,0.383,1,C#,0,minor,-11.194,0.0324,0.694,77.423,4,3
Videotape,4T1iiabe7G0UjWQJCY6NE2,62,279634,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,permanent wave,9086263,79,In Rainbows,5vkqYmiPBYLaalcmjujWxK,2007,0.596,0.383,1,C#,0,minor,-11.194,0.0324,0.694,77.423,4,3
Videotape,4T1iiabe7G0UjWQJCY6NE2,62,279634,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,rock,9086263,79,In Rainbows,5vkqYmiPBYLaalcmjujWxK,2007,0.596,0.383,1,C#,0,minor,-11.194,0.0324,0.694,77.423,4,3
Last Flowers,1mM2u5TRMdUKsIfZKEI6yJ,53,266478,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,alternative rock,9086263,79,In Rainbows (Disk 2),6zTAW5oRuOmxJuUHhcQope,2007,0.555,0.307,0,C,1,major,-8.236,0.0295,0.92,75.727,4,1
Last Flowers,1mM2u5TRMdUKsIfZKEI6yJ,53,266478,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,art rock,9086263,79,In Rainbows (Disk 2),6zTAW5oRuOmxJuUHhcQope,2007,0.555,0.307,0,C,1,major,-8.236,0.0295,0.92,75.727,4,1
Last Flowers,1mM2u5TRMdUKsIfZKEI6yJ,53,266478,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,melancholia,9086263,79,In Rainbows (Disk 2),6zTAW5oRuOmxJuUHhcQope,2007,0.555,0.307,0,C,1,major,-8.236,0.0295,0.92,75.727,4,1
Last Flowers,1mM2u5TRMdUKsIfZKEI6yJ,53,266478,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,oxford indie,9086263,79,In Rainbows (Disk 2),6zTAW5oRuOmxJuUHhcQope,2007,0.555,0.307,0,C,1,major,-8.236,0.0295,0.92,75.727,4,1
Last Flowers,1mM2u5TRMdUKsIfZKEI6yJ,53,266478,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,permanent wave,9086263,79,In Rainbows (Disk 2),6zTAW5oRuOmxJuUHhcQope,2007,0.555,0.307,0,C,1,major,-8.236,0.0295,0.92,75.727,4,1
Last Flowers,1mM2u5TRMdUKsIfZKEI6yJ,53,266478,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,rock,9086263,79,In Rainbows (Disk 2),6zTAW5oRuOmxJuUHhcQope,2007,0.555,0.307,0,C,1,major,-8.236,0.0295,0.92,75.727,4,1
Pyramid Song,55q3Ro66yXWi9rsEddeEN4,63,288733,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,alternative rock,9086263,79,Amnesiac,1HrMmB5useeZ0F5lHrMvl0,2001,0.12,0.336,11,B,0,minor,-8.298,0.0352,0.786,72.64,4,3
Pyramid Song,55q3Ro66yXWi9rsEddeEN4,63,288733,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,art rock,9086263,79,Amnesiac,1HrMmB5useeZ0F5lHrMvl0,2001,0.12,0.336,11,B,0,minor,-8.298,0.0352,0.786,72.64,4,3
Pyramid Song,55q3Ro66yXWi9rsEddeEN4,63,288733,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,melancholia,9086263,79,Amnesiac,1HrMmB5useeZ0F5lHrMvl0,2001,0.12,0.336,11,B,0,minor,-8.298,0.0352,0.786,72.64,4,3
Pyramid Song,55q3Ro66yXWi9rsEddeEN4,63,288733,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,oxford indie,9086263,79,Amnesiac,1HrMmB5useeZ0F5lHrMvl0,2001,0.12,0.336,11,B,0,minor,-8.298,0.0352,0.786,72.64,4,3
Pyramid Song,55q3Ro66yXWi9rsEddeEN4,63,288733,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,permanent wave,9086263,79,Amnesiac,1HrMmB5useeZ0F5lHrMvl0,2001,0.12,0.336,11,B,0,minor,-8.298,0.0352,0.786,72.64,4,3
Pyramid Song,55q3Ro66yXWi9rsEddeEN4,63,288733,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,rock,9086263,79,Amnesiac,1HrMmB5useeZ0F5lHrMvl0,2001,0.12,0.336,11,B,0,minor,-8.298,0.0352,0.786,72.64,4,3
Knives Out,521OhfIeThXJKiTyz0m883,63,254866,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,alternative rock,9086263,79,Amnesiac,1HrMmB5useeZ0F5lHrMvl0,2001,0.432,0.675,2,D,0,minor,-6.702,0.0337,0.091,137.262,4,2
Knives Out,521OhfIeThXJKiTyz0m883,63,254866,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,art rock,9086263,79,Amnesiac,1HrMmB5useeZ0F5lHrMvl0,2001,0.432,0.675,2,D,0,minor,-6.702,0.0337,0.091,137.262,4,2
Knives Out,521OhfIeThXJKiTyz0m883,63,254866,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,melancholia,9086263,79,Amnesiac,1HrMmB5useeZ0F5lHrMvl0,2001,0.432,0.675,2,D,0,minor,-6.702,0.0337,0.091,137.262,4,2
Knives Out,521OhfIeThXJKiTyz0m883,63,254866,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,oxford indie,9086263,79,Amnesiac,1HrMmB5useeZ0F5lHrMvl0,2001,0.432,0.675,2,D,0,minor,-6.702,0.0337,0.091,137.262,4,2
Knives Out,521OhfIeThXJKiTyz0m883,63,254866,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,permanent wave,9086263,79,Amnesiac,1HrMmB5useeZ0F5lHrMvl0,2001,0.432,0.675,2,D,0,minor,-6.702,0.0337,0.091,137.262,4,2
Knives Out,521OhfIeThXJKiTyz0m883,63,254866,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,rock,9086263,79,Amnesiac,1HrMmB5useeZ0F5lHrMvl0,2001,0.432,0.675,2,D,0,minor,-6.702,0.0337,0.091,137.262,4,2
Kid A,3QDahKSqLwYJYQRbILdzS6,57,284506,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,alternative rock,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.63,0.428,5,F,1,major,-15.52,0.0358,0.262,112.923,4,7
Kid A,3QDahKSqLwYJYQRbILdzS6,57,284506,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,art rock,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.63,0.428,5,F,1,major,-15.52,0.0358,0.262,112.923,4,7
Kid A,3QDahKSqLwYJYQRbILdzS6,57,284506,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,melancholia,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.63,0.428,5,F,1,major,-15.52,0.0358,0.262,112.923,4,7
Kid A,3QDahKSqLwYJYQRbILdzS6,57,284506,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,oxford indie,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.63,0.428,5,F,1,major,-15.52,0.0358,0.262,112.923,4,7
Kid A,3QDahKSqLwYJYQRbILdzS6,57,284506,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,permanent wave,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.63,0.428,5,F,1,major,-15.52,0.0358,0.262,112.923,4,7
Kid A,3QDahKSqLwYJYQRbILdzS6,57,284506,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,rock,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.63,0.428,5,F,1,major,-15.52,0.0358,0.262,112.923,4,7
How to Disappear Completely,2rtGaCAeYtmcIvuZsvgTf6,71,356333,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,alternative rock,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.167,0.302,6,F#,0,minor,-11.644,0.0345,0.316,102.026,4,9
How to Disappear Completely,2rtGaCAeYtmcIvuZsvgTf6,71,356333,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,art rock,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.167,0.302,6,F#,0,minor,-11.644,0.0345,0.316,102.026,4,9
How to Disappear Completely,2rtGaCAeYtmcIvuZsvgTf6,71,356333,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,melancholia,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.167,0.302,6,F#,0,minor,-11.644,0.0345,0.316,102.026,4,9
How to Disappear Completely,2rtGaCAeYtmcIvuZsvgTf6,71,356333,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,oxford indie,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.167,0.302,6,F#,0,minor,-11.644,0.0345,0.316,102.026,4,9
How to Disappear Completely,2rtGaCAeYtmcIvuZsvgTf6,71,356333,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,permanent wave,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.167,0.302,6,F#,0,minor,-11.644,0.0345,0.316,102.026,4,9
How to Disappear Completely,2rtGaCAeYtmcIvuZsvgTf6,71,356333,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,rock,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.167,0.302,6,F#,0,minor,-11.644,0.0345,0.316,102.026,4,9
Treefingers,4LrfsgQ5AGouvH3PlxW2PC,55,222600,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,alternative rock,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.165,0.146,6,F#,1,major,-21.357,0.0362,0.827,134.508,3,1
Treefingers,4LrfsgQ5AGouvH3PlxW2PC,55,222600,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,art rock,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.165,0.146,6,F#,1,major,-21.357,0.0362,0.827,134.508,3,1
Treefingers,4LrfsgQ5AGouvH3PlxW2PC,55,222600,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,melancholia,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.165,0.146,6,F#,1,major,-21.357,0.0362,0.827,134.508,3,1
Treefingers,4LrfsgQ5AGouvH3PlxW2PC,55,222600,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,oxford indie,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.165,0.146,6,F#,1,major,-21.357,0.0362,0.827,134.508,3,1
Treefingers,4LrfsgQ5AGouvH3PlxW2PC,55,222600,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,permanent wave,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.165,0.146,6,F#,1,major,-21.357,0.0362,0.827,134.508,3,1
Treefingers,4LrfsgQ5AGouvH3PlxW2PC,55,222600,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,rock,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.165,0.146,6,F#,1,major,-21.357,0.0362,0.827,134.508,3,1
In Limbo,0xivCtzVVrdeq32s8EnOO6,55,211000,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,alternative rock,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.366,0.635,0,C,1,major,-10.544,0.032,0.675,88.949,4,2
In Limbo,0xivCtzVVrdeq32s8EnOO6,55,211000,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,art rock,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.366,0.635,0,C,1,major,-10.544,0.032,0.675,88.949,4,2
In Limbo,0xivCtzVVrdeq32s8EnOO6,55,211000,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,melancholia,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.366,0.635,0,C,1,major,-10.544,0.032,0.675,88.949,4,2
In Limbo,0xivCtzVVrdeq32s8EnOO6,55,211000,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,oxford indie,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.366,0.635,0,C,1,major,-10.544,0.032,0.675,88.949,4,2
In Limbo,0xivCtzVVrdeq32s8EnOO6,55,211000,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,permanent wave,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.366,0.635,0,C,1,major,-10.544,0.032,0.675,88.949,4,2
In Limbo,0xivCtzVVrdeq32s8EnOO6,55,211000,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,rock,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.366,0.635,0,C,1,major,-10.544,0.032,0.675,88.949,4,2
Morning Bell,4h37RgtBg9iynN3BIL5lFU,54,275800,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,alternative rock,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.646,0.462,2,D,1,major,-12.124,0.0319,0.719,142.133,5,2
Morning Bell,4h37RgtBg9iynN3BIL5lFU,54,275800,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,art rock,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.646,0.462,2,D,1,major,-12.124,0.0319,0.719,142.133,5,2
Morning Bell,4h37RgtBg9iynN3BIL5lFU,54,275800,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,melancholia,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.646,0.462,2,D,1,major,-12.124,0.0319,0.719,142.133,5,2
Morning Bell,4h37RgtBg9iynN3BIL5lFU,54,275800,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,oxford indie,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.646,0.462,2,D,1,major,-12.124,0.0319,0.719,142.133,5,2
Morning Bell,4h37RgtBg9iynN3BIL5lFU,54,275800,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,permanent wave,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.646,0.462,2,D,1,major,-12.124,0.0319,0.719,142.133,5,2
Morning Bell,4h37RgtBg9iynN3BIL5lFU,54,275800,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,rock,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.646,0.462,2,D,1,major,-12.124,0.0319,0.719,142.133,5,2
Motion Picture Soundtrack,4SrRrB27n7fiRkQcPoKfpk,61,200482,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,alternative rock,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.112,0.13,7,G,1,major,-16.128,0.0347,0.921,90.835,4,8
Motion Picture Soundtrack,4SrRrB27n7fiRkQcPoKfpk,61,200482,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,art rock,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.112,0.13,7,G,1,major,-16.128,0.0347,0.921,90.835,4,8
Motion Picture Soundtrack,4SrRrB27n7fiRkQcPoKfpk,61,200482,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,melancholia,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.112,0.13,7,G,1,major,-16.128,0.0347,0.921,90.835,4,8
Motion Picture Soundtrack,4SrRrB27n7fiRkQcPoKfpk,61,200482,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,oxford indie,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.112,0.13,7,G,1,major,-16.128,0.0347,0.921,90.835,4,8
Motion Picture Soundtrack,4SrRrB27n7fiRkQcPoKfpk,61,200482,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,permanent wave,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.112,0.13,7,G,1,major,-16.128,0.0347,0.921,90.835,4,8
Motion Picture Soundtrack,4SrRrB27n7fiRkQcPoKfpk,61,200482,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,rock,9086263,79,Kid A,6GjwtEZcfenmOf6l18N7T7,2000,0.112,0.13,7,G,1,major,-16.128,0.0347,0.921,90.835,4,8
Airbag,7c378mlmubSu7NGkLFa4sN,63,287880,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,alternative rock,9086263,79,OK Computer,6dVIqQ8qmQ5GBnJ9shOYGE,1997,0.305,0.872,2,D,1,major,-7.313,0.0503,0.00786,167.959,4,3
Airbag,7c378mlmubSu7NGkLFa4sN,63,287880,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,art rock,9086263,79,OK Computer,6dVIqQ8qmQ5GBnJ9shOYGE,1997,0.305,0.872,2,D,1,major,-7.313,0.0503,0.00786,167.959,4,3
Airbag,7c378mlmubSu7NGkLFa4sN,63,287880,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,melancholia,9086263,79,OK Computer,6dVIqQ8qmQ5GBnJ9shOYGE,1997,0.305,0.872,2,D,1,major,-7.313,0.0503,0.00786,167.959,4,3
Airbag,7c378mlmubSu7NGkLFa4sN,63,287880,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,oxford indie,9086263,79,OK Computer,6dVIqQ8qmQ5GBnJ9shOYGE,1997,0.305,0.872,2,D,1,major,-7.313,0.0503,0.00786,167.959,4,3
Airbag,7c378mlmubSu7NGkLFa4sN,63,287880,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,permanent wave,9086263,79,OK Computer,6dVIqQ8qmQ5GBnJ9shOYGE,1997,0.305,0.872,2,D,1,major,-7.313,0.0503,0.00786,167.959,4,3
Airbag,7c378mlmubSu7NGkLFa4sN,63,287880,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,rock,9086263,79,OK Computer,6dVIqQ8qmQ5GBnJ9shOYGE,1997,0.305,0.872,2,D,1,major,-7.313,0.0503,0.00786,167.959,4,3
Paranoid Android,6LgJvl0Xdtc73RJ1mmpotq,72,387213,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,alternative rock,9086263,79,OK Computer,6dVIqQ8qmQ5GBnJ9shOYGE,1997,0.251,0.848,5,F,1,major,-6.501,0.0579,0.0377,163.709,4,13
Paranoid Android,6LgJvl0Xdtc73RJ1mmpotq,72,387213,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,art rock,9086263,79,OK Computer,6dVIqQ8qmQ5GBnJ9shOYGE,1997,0.251,0.848,5,F,1,major,-6.501,0.0579,0.0377,163.709,4,13
Paranoid Android,6LgJvl0Xdtc73RJ1mmpotq,72,387213,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,melancholia,9086263,79,OK Computer,6dVIqQ8qmQ5GBnJ9shOYGE,1997,0.251,0.848,5,F,1,major,-6.501,0.0579,0.0377,163.709,4,13
Paranoid Android,6LgJvl0Xdtc73RJ1mmpotq,72,387213,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,oxford indie,9086263,79,OK Computer,6dVIqQ8qmQ5GBnJ9shOYGE,1997,0.251,0.848,5,F,1,major,-6.501,0.0579,0.0377,163.709,4,13
Paranoid Android,6LgJvl0Xdtc73RJ1mmpotq,72,387213,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,permanent wave,9086263,79,OK Computer,6dVIqQ8qmQ5GBnJ9shOYGE,1997,0.251,0.848,5,F,1,major,-6.501,0.0579,0.0377,163.709,4,13
Paranoid Android,6LgJvl0Xdtc73RJ1mmpotq,72,387213,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,rock,9086263,79,OK Computer,6dVIqQ8qmQ5GBnJ9shOYGE,1997,0.251,0.848,5,F,1,major,-6.501,0.0579,0.0377,163.709,4,13
Subterranean Homesick Alien,2CVV8PtUYYsux8XOzWkCP0,65,267693,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,alternative rock,9086263,79,OK Computer,6dVIqQ8qmQ5GBnJ9shOYGE,1997,0.312,0.595,0,C,1,major,-8.919,0.0298,0.0484,150.502,3,2
Subterranean Homesick Alien,2CVV8PtUYYsux8XOzWkCP0,65,267693,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,art rock,9086263,79,OK Computer,6dVIqQ8qmQ5GBnJ9shOYGE,1997,0.312,0.595,0,C,1,major,-8.919,0.0298,0.0484,150.502,3,2
Subterranean Homesick Alien,2CVV8PtUYYsux8XOzWkCP0,65,267693,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,melancholia,9086263,79,OK Computer,6dVIqQ8qmQ5GBnJ9shOYGE,1997,0.312,0.595,0,C,1,major,-8.919,0.0298,0.0484,150.502,3,2
Subterranean Homesick Alien,2CVV8PtUYYsux8XOzWkCP0,65,267693,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,oxford indie,9086263,79,OK Computer,6dVIqQ8qmQ5GBnJ9shOYGE,1997,0.312,0.595,0,C,1,major,-8.919,0.0298,0.0484,150.502,3,2
Subterranean Homesick Alien,2CVV8PtUYYsux8XOzWkCP0,65,267693,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,permanent wave,9086263,79,OK Computer,6dVIqQ8qmQ5GBnJ9shOYGE,1997,0.312,0.595,0,C,1,major,-8.919,0.0298,0.0484,150.502,3,2
Subterranean Homesick Alien,2CVV8PtUYYsux8XOzWkCP0,65,267693,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,rock,9086263,79,OK Computer,6dVIqQ8qmQ5GBnJ9shOYGE,1997,0.312,0.595,0,C,1,major,-8.919,0.0298,0.0484,150.502,3,2
Let Down,2fuYa3Lx06QQJAm0MjztKr,71,299560,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,alternative rock,9086263,79,OK Computer,6dVIqQ8qmQ5GBnJ9shOYGE,1997,0.351,0.676,9,A,1,major,-9.017,0.0313,1.21e-4,102.46,4,52
Let Down,2fuYa3Lx06QQJAm0MjztKr,71,299560,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,art rock,9086263,79,OK Computer,6dVIqQ8qmQ5GBnJ9shOYGE,1997,0.351,0.676,9,A,1,major,-9.017,0.0313,1.21e-4,102.46,4,52
