"artist","album","track"
"[bsd.u]","late night bumps, vol. 1","late night bump"
"[bsd.u]","late night bumps, vol. 1","reefers"
"[bsd.u]","late night bumps, vol. 2","if we meet again"
"[bsd.u]","late night bumps, vol. 2","island"
"[bsd.u]","late night bumps, vol. 3","ah. [_quicky]"
"[bsd.u]","late night bumps, vol. 3","crystals"
"[bsd.u]","late night bumps, vol. 3","cup.noodles_"
"[bsd.u]","late night bumps, vol. 3","hoodie weather"
"[bsd.u]","late night bumps, vol. 3","miles. [no.where]"
"[bsd.u]","late night bumps, vol. 3","muju style"
"[bsd.u]","late night bumps, vol. 3","ooo"
"[bsd.u]","late night bumps, vol. 3","pyramids"
"[bsd.u]","late night bumps, vol. 3","the g.o.d."
"[bsd.u]","late night bumps, vol. 3","within"
"[bsd.u]","late night bumps, vol. 4","almost forgot how to use this thing??"
"[bsd.u]","late night bumps, vol. 4","blueberry"
"[bsd.u]","late night bumps, vol. 4","bubble tea"
"[bsd.u]","late night bumps, vol. 4","condo"
"[bsd.u]","late night bumps, vol. 4","lemon haze"
"[bsd.u]","late night bumps, vol. 4","night on the beach"
"[bsd.u]","late night bumps, vol. 4","outro"
"[bsd.u]","late night bumps, vol. 4","sleep"
"[bsd.u]","late night bumps, vol. 4","swishers"
"[bsd.u]","lighter","[bonus] asa akira"
"[bsd.u]","lighter","[bonus] when we're alone"
"[bsd.u]","lighter","bmo"
"[bsd.u]","lighter","french inhale"
"[bsd.u]","lighter","her smile"
"[bsd.u]","lighter","memories of you"
"[bsd.u]","lighter","to.get.her"
"[bsd.u]","lighter [b sides]","b1 [untitled] j dilla contest"
"[bsd.u]","po33","po33 5"
"[bsd.u]","po33","po33 6"
"[bsd.u]","pook","charlie"
"[bsd.u]","pook","feelin wavy"
"[bsd.u]","pook","home"
"[bsd.u]","pook","late nite"
"[bsd.u]","pook","pook"
"[bsd.u]","pook","quiver"
"[bsd.u]","pook","reflection"
"[bsd.u]","pook","shake n bake"
"[bsd.u]","pook","the grind"
"[bsd.u]","reflections, pt. 1","chronotrigger"
"[bsd.u]","reflections, pt. 1","come in from the rain"
"[zoethecat]","treetops","treetops"
"_houseplants","ii","ii"
"a boogie wit da hoodie","b4 ava","man in the mirror"
"a boogie wit da hoodie","hoodie szn","swervin (feat. 6ix9ine)"
"a dead joke","shy little frog","shy little frog"
"a flock of seagulls","a flock of seagulls","i ran (so far away)"
"a flock of seagulls","essential 80s - classic eighties pop and rock hits","i ran (so far away)"
"a girl and a cat","lofi study 2021","back home studying"
"a girl and a cat","lofi study 2021","lofi rain"
"a girl and a cat","lofi study 2021","midnight stroll"
"a k i n a","estrelar","estrelar - baht remix"
"a l e x","blue pants","badapa"
"a l e x","blue pants","concrete"
"a l e x","blue pants","getchaself - best processing"
"a l e x","blue pants","to-ring-go - take 2"
"a l e x","chillhop essentials winter 2018","i need to paint my walls"
"a l e x","growing up, vol. 1","(intro) sorry about what happened last night"
"a l e x","growing up, vol. 1","am am am"
"a l e x","growing up, vol. 1","auburn flowers"
"a l e x","growing up, vol. 1","drive me home"
"a l e x","growing up, vol. 1","elevator music"
"a l e x","growing up, vol. 1","ganymede elegy"
"a l e x","growing up, vol. 1","growing up"
"a l e x","growing up, vol. 1","hisaishi"
"a l e x","growing up, vol. 1","i miss having sleep overs"
"a l e x","growing up, vol. 1","i wasnt allowed to watch whose line as a kid but i think its pretty good now"
"a l e x","growing up, vol. 1","interlude for felix"
"a l e x","growing up, vol. 1","isaiah's unsung love song"
"a l e x","growing up, vol. 1","lord you're okay"
"a l e x","growing up, vol. 1","missing my ntpp"
"a l e x","growing up, vol. 1","no one really seems to care"
"a l e x","growing up, vol. 1","no one would miss me"
"a l e x","growing up, vol. 1","sleep next to me"
"a l e x","growing up, vol. 1","snoozin"
"a l e x","growing up, vol. 1","the burn marks on my epiano wont go away"
"a l e x","growing up, vol. 1","this one"
"a l e x","growing up, vol. 1","y did u say tht"
"a l e x","growing up, vol. 1","zeldas lullaby"
"a l e x","growing up, vol. 2","don't mess me up when i'm tryin' to summon bahamut"
"a l e x","growing up, vol. 2","double scoop"
"a l e x","growing up, vol. 2","dropped my cassette tape in the bath tub"
"a l e x","growing up, vol. 2","ghosts"
"a l e x","growing up, vol. 2","iloveyou"
"a l e x","growing up, vol. 2","proud of you"
"a l e x","growing up, vol. 3","moonlight"
"a l e x","i can't see their beauty through their fear (imagiro & tapei remix)","i can't see their beauty through their fear (imagiro & tapei remix)"
"a picture of her","c","intro"
"a silver mt. zion","he has left us alone but shafts of light sometimes grace the corner of our rooms","13 angels standing guard 'round the side of your bed"
"a tribe called quest","beats, rhymes & life","phony rappers"
"a tribe called quest","beats, rhymes & life","the hop"
"a tribe called quest","midnight marauders","8 million stories"
"a tribe called quest","midnight marauders","award tour"
"a tribe called quest","midnight marauders","clap your hands"
"a tribe called quest","midnight marauders","electric relaxation"
"a tribe called quest","midnight marauders","god lives through"
"a tribe called quest","midnight marauders","keep it rollin'"
"a tribe called quest","midnight marauders","lyrics to go"
"a tribe called quest","midnight marauders","midnight"
"a tribe called quest","midnight marauders","midnight marauders tour guide"
"a tribe called quest","midnight marauders","oh my god"
"a tribe called quest","midnight marauders","steve biko (stir it up)"
"a tribe called quest","midnight marauders","sucka nigga"
"a tribe called quest","midnight marauders","the chase, part ii"
"a tribe called quest","midnight marauders","we can get down"
"a tribe called quest","people's instinctive travels and the paths of rhythm (25th anniversary edition)","can i kick it?"
"a tribe called quest","the anthology","check the rhime"
"a tribe called quest","the anthology","electric relaxation"
"a tribe called quest","the low end theory","buggin' out"
"a tribe called quest","the low end theory","butter"
"a tribe called quest","the low end theory","check the rhime"
"a tribe called quest","the low end theory","everything is fair"
"a tribe called quest","the low end theory","excursions"
"a tribe called quest","the low end theory","infamous date rape"
"a tribe called quest","the low end theory","jazz (we've got)"
"a tribe called quest","the low end theory","rap promoter"
"a tribe called quest","the low end theory","scenario - lp mix"
"a tribe called quest","the low end theory","show business"
"a tribe called quest","the low end theory","skypager"
"a tribe called quest","the low end theory","verses from the abstract"
"a tribe called quest","the low end theory","vibes and stuff"
"a tribe called quest","the low end theory","what?"
"a v i a n d","demon slayer: kimetsu no yaiba suite","gurenge (from ""demon slayer: kimetsu no yaiba"") [epic orchestral version]"
"a v i a n d","gurenge (chill lofi ver.)","gurenge - chill lofi ver."
"a winged victory for the sullen","the undivided five","the haunted victorian pencil"
"a$ap ant","lil black jean jacket","red cream soda"
"a$ap ant","lil black jean jacket","soul reaver"
"a$ap ferg","floor seats","dreams, fairytales, fantasies (feat. brent faiyaz & salaam remi)"
"a$ap ferg","trap lord","shabba (feat. a$ap rocky)"
"a$ap mob","raf (feat. a$ap rocky, playboi carti, quavo, lil uzi vert & frank ocean)","raf (feat. a$ap rocky, playboi carti, quavo, lil uzi vert & frank ocean)"
"a$ap pokimane","bunny girl senpai","bunny girl senpai"
"a$ap rocky","a$ap forever (feat. moby)","a$ap forever (feat. moby)"
"a$ap rocky","at.long.last.a$ap","l$d"
"a$ap rocky","at.long.last.a$ap","lord pretty flacko jodye 2 (lpfj2)"
"a$ap rocky","babushka boi","babushka boi"
"a$ap rocky","live.love.a$ap","keep it g (feat. chace infinite & spaceghostpurrp)"
"a$ap rocky","long.live.a$ap (deluxe version)","f**kin' problems (feat. drake, 2 chainz & kendrick lamar)"
"a$ap rocky","long.live.a$ap (deluxe version)","goldie"
"a$ap rocky","sundress","sundress"
"a$ap rocky","testing","changes"
"a$ap rocky","testing","praise the lord (da shine) (feat. skepta)"
"a$ap rocky","testing","purity (feat. frank ocean)"
"a$ap twelvyy","a quarter til","jus lef phoenix"
"a$ap twelvyy","noon yung","s.n.l."
"a-drews","you.","you."
"a-ha","hunting high and low","take on me"
"a-wall","helios","loverboy"
"a-wall","loverboy","loverboy"
"a-y","be yourself","be yourself"
"a.l.i.s.o.n","s.h.a.p.e.s","s.h.a.p.e.s"
"a.l.i.s.o.n","signal flow","amplify"
"a.l.i.s.o.n","signal flow","oscillate"
